location,region,location_uk,location_ru,eng_oblast,eng_region,location_en,location_en_ru,russian_new
Ботвинівка,Черкаська область,Ботвинівка,Ботвинівка,Cherkasy Oblast,Cherkasy Region,Botvynivka,Botvinіvka,Ботвиновка
Чайківка,Черкаська область,Чайківка,Чайковка,Cherkasy Oblast,Cherkasy Region,Chaikivka,Chaykovka,Чайковка
Гребля,Черкаська область,Веслування,Гребля,Cherkasy Oblast,Cherkasy Region,Hreblia,Greblya,Гребля
Хасанівка,Черкаська область,Хасанівка,Хасановка,Cherkasy Oblast,Cherkasy Region,Khasanivka,Khasanovka,Хасановка
Христинівка,Черкаська область,Христинівка,Христиновка,Cherkasy Oblast,Cherkasy Region,Khrystynivka,Khristinovka,Христиновка
Івангород,Черкаська область,Івангород,Ивангород,Cherkasy Oblast,Cherkasy Region,Ivanhorod,Ivangorod,Ивангород
Кузьмина Гребля,Черкаська область,Кузьмина Гребля,Кузьмина Гребля,Cherkasy Oblast,Cherkasy Region,Kuzmyna Hreblia,Kuzmina Greblya,Кузьмина Гребля
Ліщинівка,Черкаська область,Ліщинівка,Ліщинівка,Cherkasy Oblast,Cherkasy Region,Lishchynivka,Lіshchinіvka,Лещиновка
Мала Іванівка,Черкаська область,Мала Іванівка,Малая Ивановка,Cherkasy Oblast,Cherkasy Region,Mala Ivanivka,Malaya Ivanovka,Малая Ивановка
Мала Севастянівка,Черкаська область,Мала Севастянівка,Малая Севастьяновка,Cherkasy Oblast,Cherkasy Region,Mala Sevastianivka,Malaya Sevastyanovka,Малая Севастьяновка
Орадівка,Черкаська область,Орадівка,Орадовка,Cherkasy Oblast,Cherkasy Region,Oradivka,Oradovka,Орадовка
Осітна,Черкаська область,Осітна,Оситная,Cherkasy Oblast,Cherkasy Region,Ositna,Ositnaya,Оситная
Пеніжкове,Черкаська область,Пеніжкове,Пеніжкове,Cherkasy Oblast,Cherkasy Region,Penizhkove,Penіzhkove,Пенижково
Розсішки,Черкаська область,Розсішки,Розсішки,Cherkasy Oblast,Cherkasy Region,Rozsishky,Rozsіshki,Рассешки
Шельпахівка,Черкаська область,Шельпахівка,Шельпаховка,Cherkasy Oblast,Cherkasy Region,Shelpakhivka,Shelpakhovka,Шельпаховка
Шукайвода,Черкаська область,Шукайвода,Шукайвода,Cherkasy Oblast,Cherkasy Region,Shukaivoda,Shukayvoda,Шукайвода
Сычи,Черкаська область,Сич,Сыч,Cherkasy Oblast,Cherkasy Region,Sychy,Sych,Сич
Сичівка,Черкаська область,Сичівка,Сычевка,Cherkasy Oblast,Cherkasy Region,Sychivka,Sychevka,Сычевка
Синиця,Черкаська область,Синиця,Синица,Cherkasy Oblast,Cherkasy Region,Synytsia,Sinitsa,Синица
Талалаївка,Черкаська область,Талалаївка,Талалаевка,Cherkasy Oblast,Cherkasy Region,Talalaivka,Talalaevka,Талалаевка
Углуватка,Черкаська область,Углуватка,Углуватка,Cherkasy Oblast,Cherkasy Region,Uhluvatka,Ugluvatka,Углуватка
Велика Севастянівка,Черкаська область,Велика Севастянівка,Великая Севастьяновка,Cherkasy Oblast,Cherkasy Region,Velyka Sevastianivka,Velikaya Sevastyanovka,Великая Севастьяновка
Вербувата,Черкаська область,Вербувата,Вербувата,Cherkasy Oblast,Cherkasy Region,Verbuvata,Verbuvata,Вербувата
Верхнячка,Черкаська область,Верхнячка,Верхнячка,Cherkasy Oblast,Cherkasy Region,Verkhniachka,Verkhnyachka,Верхнячка
Веселівка,Черкаська область,Веселівка,Веселовка,Cherkasy Oblast,Cherkasy Region,Veselivka,Veselovka,Веселовка
Вікторівка,Черкаська область,Вікторівка,Викторовка,Cherkasy Oblast,Cherkasy Region,Viktorivka,Viktorovka,Викторовка
Вільшанка,Черкаська область,Вільшанка,Ольшанка,Cherkasy Oblast,Cherkasy Region,Vilshanka,Olshanka,Ольшанка
Ягубець,Черкаська область,Ягубець,Ягубец,Cherkasy Oblast,Cherkasy Region,Yahubets,Yagubets,Ягубец
Яры,Черкаська область,Яр,Яр,Cherkasy Oblast,Cherkasy Region,Yary,Yar,Яр
Заячківка,Черкаська область,Заячківка,Заячківка,Cherkasy Oblast,Cherkasy Region,Zaiachkivka,Zayachkіvka,Заячковка
Зоряне,Черкаська область,Зоряне,Звездное,Cherkasy Oblast,Cherkasy Region,Zoriane,Zvezdnoe,Зоряне
Баландине,Черкаська область,Баландине,Баландино,Cherkasy Oblast,Cherkasy Region,Balandyne,Balandino,Баландино
Богданівське,Черкаська область,Богданівське,Богданівське,Cherkasy Oblast,Cherkasy Region,Bohdanivske,Bogdanіvske,Богдановское
Флярківка,Черкаська область,Флярківка,Флярковка,Cherkasy Oblast,Cherkasy Region,Fliarkivka,Flyarkovka,Флярковка
Грекове,Черкаська область,Грекове,Грекове,Cherkasy Oblast,Cherkasy Region,Hrekove,Grekove,Грекове
Грушківка,Черкаська область,Грушківка,Грушковка,Cherkasy Oblast,Cherkasy Region,Hrushkivka,Grushkovka,Грушковка
Кам'янка,Черкаська область,Кам'янка,Каменка,Cherkasy Oblast,Cherkasy Region,Kamianka,Kamenka,Каменка
Катеринівка,Черкаська область,Катеринівка,Катериновка,Cherkasy Oblast,Cherkasy Region,Katerynivka,Katerinovka,Катериновка
Коханівка,Черкаська область,Коханівка,Коханівка,Cherkasy Oblast,Cherkasy Region,Kokhanivka,Kokhanіvka,Кохановка
Копійчана,Черкаська область,Копійчана,Копеечная,Cherkasy Oblast,Cherkasy Region,Kopiichana,Kopeechnaya,Копийчана
Косари,Черкаська область,Косар,Косарь,Cherkasy Oblast,Cherkasy Region,Kosary,Kosar,Косарь
Куликівка,Черкаська область,Куликівка,Куликовка,Cherkasy Oblast,Cherkasy Region,Kulykivka,Kulikovka,Куликовка
Лебедівка,Черкаська область,Лебедівка,Лебедевка,Cherkasy Oblast,Cherkasy Region,Lebedivka,Lebedevka,Лебедевка
Лубенці,Черкаська область,Лубенці,Лубенці,Cherkasy Oblast,Cherkasy Region,Lubentsi,Lubentsі,Лубенцы
Лузанівка,Черкаська область,Лузанівка,Лузановка,Cherkasy Oblast,Cherkasy Region,Luzanivka,Luzanovka,Лузановка
Олянине,Черкаська область,Олянине,Олянине,Cherkasy Oblast,Cherkasy Region,Olianyne,Olyanine,Олянине
Петрівське,Черкаська область,Петрівське,Петровское,Cherkasy Oblast,Cherkasy Region,Petrivske,Petrovskoe,Петровское
Пляківка,Черкаська область,Пляківка,Бутылочка,Cherkasy Oblast,Cherkasy Region,Pliakivka,Butylochka,Пляковка
Радиванівка,Черкаська область,Радиванівка,Радивановка,Cherkasy Oblast,Cherkasy Region,Radyvanivka,Radivanovka,Радивановка
Райгород,Черкаська область,Райгород,Райгород,Cherkasy Oblast,Cherkasy Region,Raihorod,Raygorod,Райгород
Ребедайлівка,Черкаська область,Ребедайлівка,Ребедайловка,Cherkasy Oblast,Cherkasy Region,Rebedailivka,Rebedaylovka,Ребедайловка
Ревівка,Черкаська область,Ревівка,Ревовка,Cherkasy Oblast,Cherkasy Region,Revivka,Revovka,Ревовка
Сокирне,Черкаська область,Сокирне,Топорное,Cherkasy Oblast,Cherkasy Region,Sokyrne,Topornoe,Сокирне
Телепине,Черкаська область,Телепине,Телепино,Cherkasy Oblast,Cherkasy Region,Telepyne,Telepino,Телепино
Тимошівка,Черкаська область,Тимошівка,Тимошовка,Cherkasy Oblast,Cherkasy Region,Tymoshivka,Timoshovka,Тимошовка
Ярове,Черкаська область,Ярове,Яровое,Cherkasy Oblast,Cherkasy Region,Yarove,Yarovoe,Яровое
Юрчиха,Черкаська область,Юрчиха,Юрчиха,Cherkasy Oblast,Cherkasy Region,Yurchykha,Yurchikha,Юрчиха
Жаботин,Черкаська область,Жаботин,Жаботин,Cherkasy Oblast,Cherkasy Region,Zhabotyn,Zhabotin,Жаботин
Бабичі,Черкаська область,Бабичі,Бабичи,Cherkasy Oblast,Cherkasy Region,Babychi,Babichi,Бабичи
Бересняги,Черкаська область,Бересняги,Бересняги,Cherkasy Oblast,Cherkasy Region,Beresniahy,Beresnyagi,Бересняги
Беркозівка,Черкаська область,Беркозівка,Беркозовка,Cherkasy Oblast,Cherkasy Region,Berkozivka,Berkozovka,Беркозовка
Бобриця,Черкаська область,Бобриця,Бобрица,Cherkasy Oblast,Cherkasy Region,Bobrytsia,Bobritsa,Бобрица
Бучак,Черкаська область,Бучак,Бучак,Cherkasy Oblast,Cherkasy Region,Buchak,Buchak,Бучак
Буда-Горобіївська,Черкаська область,Буда-Горобіївська,Буда-Горобиевская,Cherkasy Oblast,Cherkasy Region,Buda-Horobiivska,Buda-Gorobievskaya,Буда-Горобиевская
Черныши,Черкаська область,Черниші,Черныши,Cherkasy Oblast,Cherkasy Region,Chernyshy,Chernyshi,Черныши
Глинча,Черкаська область,Глинча,Глинча,Cherkasy Oblast,Cherkasy Region,Hlyncha,Glincha,Глинча
Горобіївка,Черкаська область,Горобіївка,Горобіївка,Cherkasy Oblast,Cherkasy Region,Horobiivka,Gorobіїvka,Горобиевка
Грищинці,Черкаська область,Грищинці,Грищинцы,Cherkasy Oblast,Cherkasy Region,Hryshchyntsi,Grishchintsy,Грищинцы
Хмільна,Черкаська область,Хмільна,Хмельная,Cherkasy Oblast,Cherkasy Region,Khmilna,Khmelnaya,Хмельная
Хутір-Хмільна,Черкаська область,Хутір-Хмільна,Хутор-Хмельная,Cherkasy Oblast,Cherkasy Region,Khutir-Khmilna,Khutor-Khmelnaya,Хутор-Хмельная
